session,amplitude,sa,ss,pmf,presence,response_presence,reaction_time
1,3.0,0.18506,0.02761,1.18558,1,1,0.3892
1,3.0,0.17519,0.00057,0.8913,1,0,0.4297
1,3.0,0.17418,-0.06719,1.40928,1,0,0.4638
1,3.0,0.17772,0.05995,0.85117,0,0,0.4725
1,3.0,0.17603,0.05453,0.88434,0,0,0.4995
1,3.0,0.18653,-0.08244,0.79854,1,1,0.5
1,3.0,0.18224,0.05994,0.90249,0,1,0.4999
1,3.0,0.18486,0.04004,0.8885,1,1,0.4954
1,3.0,0.17481,-0.03196,0.95171,1,1,0.4999
1,3.0,0.17717,-0.00042,0.83435,1,1,0.5
1,3.0,0.18055,-0.0356,0.97875,0,1,0.4832
1,3.0,0.18478,0.02334,0.949,0,0,0.4046
1,3.0,0.17669,0.02674,4.52609,1,1,0.4998
1,3.0,0.17984,-0.00675,1.41315,0,0,0.4999
1,3.0,0.18222,-0.0318,0.99903,1,1,0.4329
1,3.0,0.17097,-0.05922,0.79436,1,0,0.4185
1,3.0,0.17972,0.0394,7.07888,0,0,0.4996
1,3.0,0.18644,-0.06219,0.8107,1,1,0.4999
1,3.0,0.17416,-0.00481,1.05522,1,1,0.5
1,3.0,0.18292,-0.00411,0.97175,1,1,0.4997
1,3.0,0.16749,-0.05139,0.85644,0,0,0.4996
1,3.0,0.18544,0.08088,0.81392,0,1,0.4762
1,3.0,0.17062,0.00033,0.85661,0,0,0.3468
1,3.0,0.18333,-0.02768,0.83769,0,0,0.5001
1,3.0,0.18661,-0.00899,0.87764,1,1,0.4999
1,3.0,0.1844,0.02802,3.98018,0,0,0.3268
1,3.0,0.18595,0.02536,0.87804,1,1,0.3905
1,3.0,0.16949,-0.00964,0.86095,1,0,0.3772
1,3.0,0.17485,0.01925,0.87681,1,1,0.2915
1,3.0,0.17044,0.09329,2.35316,0,1,0.3556
1,3.0,0.18051,0.00984,1.05547,0,0,0.4998
1,3.0,0.18382,-0.03669,0.84756,0,0,0.316
1,3.0,0.18118,0.00366,0.88222,1,1,0.4805
1,3.0,0.17127,-0.06556,0.87663,1,1,0.4998
1,3.0,0.17817,-0.03674,0.91338,0,0,0.4999
1,3.0,0.17161,0.00574,1.00577,0,0,0.4998
1,3.0,0.1811,0.0167,0.92124,1,1,0.4995
1,3.0,0.18175,0.0205,0.90866,0,1,0.4998
1,3.0,0.17332,-0.02387,0.83667,1,0,0.4911
1,3.0,0.18121,0.01287,0.87565,0,1,0.2991
1,3.0,0.17972,-0.00327,1.0415,0,0,0.4999
1,3.0,0.18648,-0.06199,0.90284,0,1,0.3958
1,3.0,0.17933,-0.00267,0.84282,0,0,0.4999
1,3.0,0.18263,-0.02925,0.85543,1,0,0.3885
1,3.0,0.18411,0.02814,0.7968,1,1,0.4998
1,3.0,0.18455,0.01438,1.39664,1,1,0.4998
1,3.0,0.1747,-0.02433,0.84191,1,0,0.4999
1,3.0,0.18527,-0.03591,1.68147,1,0,0.4304
1,3.0,0.17724,0.01438,1.20709,1,1,0.4638
1,3.0,0.16987,-0.04035,5.23151,1,1,0.5
1,3.0,0.18412,-0.10387,0.90957,0,1,0.4587
1,3.0,0.17416,-0.00677,0.84307,1,0,0.4999
1,3.0,0.18351,0.03283,1.86327,0,0,0.5
1,3.0,0.18682,0.02951,1.13597,0,1,0.5
1,3.0,0.17406,0.02935,0.93101,0,0,0.4999
1,3.0,0.17808,-0.01405,0.83397,1,1,0.4724
1,3.0,0.17608,-0.02209,0.84893,1,0,0.4998
1,3.0,0.18262,0.08592,0.8793,1,1,0.4999
1,3.0,0.17545,-0.07431,0.90362,0,1,0.4999
1,3.0,0.17889,-0.0162,1.06631,1,1,0.4997
1,3.0,0.17163,0.03954,1.37384,0,0,0.4999
1,3.0,0.18135,0.00443,1.09496,0,0,0.5
1,3.0,0.185,-0.01126,0.78043,1,0,0.4998
1,3.0,0.17822,-0.0381,3.26868,0,0,0.4999
1,3.0,0.17868,0.03415,1.0588,0,0,0.4999
1,3.0,0.17875,0.08775,0.9131,1,1,0.4998
1,3.0,0.17264,0.03374,0.87734,1,1,0.4998
1,3.0,0.17082,-0.00747,0.83796,1,1,0.4998
1,3.0,0.17094,-0.0056,1.13679,0,0,0.4999
1,3.0,0.18629,-0.00665,1.06449,0,0,0.5
1,3.0,0.18404,-0.06172,0.84248,1,0,0.4998
1,3.0,0.17965,-0.03959,0.83774,0,0,0.3944
1,3.0,0.18318,0.01401,0.89276,0,1,0.4998
1,3.0,0.18396,0.00468,0.93364,1,1,0.4999
1,3.0,0.1822,-0.03617,0.94528,0,0,0.4998
1,3.6,0.38674,-0.02617,1.32183,1,1,0.4755
1,3.6,0.37575,0.12131,1.37482,0,1,0.3335
1,3.6,0.36161,0.01206,0.91318,0,0,0.5
1,3.6,0.37956,0.11413,1.38457,0,1,0.3849
1,3.6,0.39179,-0.03,0.97057,0,0,0.4916
1,3.6,0.38041,-0.15283,0.85387,1,0,0.4999
1,3.6,0.36298,-0.15172,1.61274,1,1,0.5
1,3.6,0.39356,0.25487,0.95797,0,1,0.4997
1,3.6,0.39503,-0.02696,3.33711,1,0,0.4998
1,3.6,0.36812,-0.01779,1.00326,1,1,0.4566
1,3.6,0.38385,-0.01865,1.27859,0,0,0.3784
1,3.6,0.36183,0.07784,1.01898,1,1,0.3488
1,3.6,0.36239,0.04051,0.91032,1,0,0.4884
1,3.6,0.38409,0.02455,0.89866,0,1,0.4109
1,3.6,0.37389,-0.02372,0.84783,0,1,0.415
1,3.6,0.40292,0.14828,1.02055,0,0,0.4025
1,3.6,0.36859,-0.12988,0.85878,0,0,0.4998
1,3.6,0.3899,0.1529,0.95366,1,1,0.4998
1,3.6,0.39715,-0.04991,1.00273,1,0,0.4999
1,3.6,0.38329,0.0015,1.05355,1,1,0.449
1,3.6,0.36467,0.00548,1.58014,1,0,0.4998
1,3.6,0.38084,0.12449,2.02825,1,1,0.3655
1,3.6,0.36748,0.00869,1.05096,1,0,0.4404
1,3.6,0.39132,-0.07306,0.85241,0,0,0.45
1,3.6,0.36659,-0.04183,1.25097,0,0,0.4999
1,3.6,0.3657,0.06067,1.26258,0,1,0.4999
1,3.6,0.3884,-0.01771,1.17293,0,1,0.4998
1,3.6,0.37172,-0.19204,1.19996,0,0,0.4592
1,3.6,0.39022,0.0535,1.05652,1,0,0.4278
1,3.6,0.3752,0.05236,0.86032,0,0,0.4866
1,3.6,0.36363,0.10521,0.87131,0,0,0.4999
1,3.6,0.38648,0.01857,0.86052,1,0,0.4999
1,3.6,0.38915,0.0434,1.1789,0,1,0.4999
1,3.6,0.37375,-0.10536,1.00632,1,0,0.4171
1,3.6,0.36726,0.02126,0.95991,1,1,0.3498
1,3.6,0.37746,-0.20792,1.02392,1,1,0.5
1,3.6,0.36418,-0.00853,1.44036,0,1,0.4999
1,3.6,0.39836,0.01254,0.86645,1,1,0.5
1,3.6,0.39724,-0.14679,0.88134,1,0,0.4999
1,3.6,0.38599,-0.11288,0.89851,1,1,0.4993
1,3.6,0.3843,-0.03494,0.82592,0,0,0.4532
1,3.6,0.37656,-0.03006,0.92085,1,1,0.4999
1,3.6,0.38947,-0.09103,1.06352,0,1,0.4998
1,3.6,0.39595,0.16366,1.02997,1,1,0.3629
1,3.6,0.37058,-0.0373,1.5049,1,0,0.4642
1,3.6,0.39937,0.17038,0.87872,0,1,0.3741
1,3.6,0.3708,-0.05278,0.99314,0,0,0.4238
1,3.6,0.36858,-0.03232,1.66906,0,1,0.5
1,3.6,0.38992,-0.05204,0.86965,0,1,0.4529
1,3.6,0.37283,0.0007,1.03547,1,0,0.4446
1,3.6,0.39845,-0.02403,1.19913,0,1,0.4633
1,3.6,0.37106,-0.05296,0.88574,0,1,0.4995
1,3.6,0.37595,-0.00459,1.11002,1,1,0.3504
1,3.6,0.39511,-0.26642,0.94277,0,1,0.4999
1,3.6,0.36154,-0.13583,2.08421,0,1,0.4343
1,3.6,0.3711,0.08194,1.01271,1,1,0.4028
1,3.6,0.37288,-0.03737,1.37356,1,1,0.3503
1,3.6,0.36592,-0.04988,0.91327,1,1,0.4782
1,3.6,0.36527,0.00692,1.21758,0,0,0.4999
1,3.6,0.38775,0.16439,0.87285,1,1,0.4994
1,3.6,0.37587,0.13471,1.62043,1,1,0.3795
1,3.6,0.37684,0.04801,2.58621,1,1,0.368
1,3.6,0.39032,0.11464,1.2695,0,0,0.4999
1,3.6,0.37671,0.08236,1.00465,0,0,0.4998
1,3.6,0.37706,-0.11135,0.98886,1,1,0.4998
1,3.6,0.36577,0.03108,0.93995,0,0,0.4999
1,3.6,0.38977,-0.0034,1.04204,0,1,0.4998
1,3.6,0.38998,0.02749,2.43315,0,0,0.4615
1,3.6,0.39733,0.10459,0.87601,1,1,0.3509
1,3.6,0.38251,0.09542,0.98117,1,1,0.4999
1,3.6,0.38627,0.14451,1.31359,0,1,0.4517
1,3.6,0.36408,-0.13821,1.47948,1,0,0.5
1,3.6,0.39602,-0.06924,1.04186,1,0,0.4998
1,3.6,0.38221,-0.02904,1.00864,1,1,0.4322
1,3.6,0.37154,-0.0033,1.74462,0,0,0.4999
1,3.6,0.38799,0.02537,0.96978,1,1,0.4755
1,3.6,0.38158,0.03892,0.89247,1,1,0.4998
1,3.6,0.38643,0.01081,0.8658,0,0,0.4998
1,3.6,0.38304,-0.02811,4.77763,1,1,0.4502
1,3.6,0.38905,0.02908,0.8888,0,0,0.4999
1,3.6,0.36596,0.17675,0.84442,0,1,0.4161
1,3.6,0.39372,0.19766,1.48259,1,1,0.3296
1,3.6,0.37516,0.05043,1.42038,0,0,0.4362
1,3.6,0.37684,-0.15493,1.05013,1,1,0.3596
1,3.6,0.37674,0.03502,0.88436,0,1,0.4999
1,3.6,0.36204,0.12505,1.08321,1,1,0.411
1,3.6,0.39427,0.11208,1.30636,0,1,0.4468
1,3.6,0.37235,-0.15633,0.87861,0,1,0.3208
1,3.6,0.38241,0.07718,1.29702,1,1,0.4998
1,3.6,0.39204,0.00242,0.99747,0,0,0.5
1,3.6,0.38968,0.05032,0.87989,1,1,0.4999
1,3.6,0.38104,-0.17266,0.87577,1,0,0.4999
1,3.6,0.36535,-0.12137,1.13916,1,1,0.4823
1,3.6,0.36362,0.05547,1.39564,1,0,0.4998
1,3.6,0.36202,-0.22943,0.87094,1,1,0.4999
1,3.6,0.39606,-0.0839,0.93905,0,1,0.5
1,3.6,0.3997,-0.05954,1.00393,0,0,0.4996
1,3.6,0.39347,-0.05699,2.1545,0,0,0.4998
1,3.6,0.36356,-0.06481,1.67463,0,0,0.4999
1,3.6,0.37639,0.09388,1.29247,0,0,0.5
1,3.6,0.37984,-0.00305,0.7832,0,0,0.4994
1,3.6,0.38247,0.0704,1.92477,1,0,0.4999
1,3.6,0.3799,-0.08071,1.6803,0,1,0.4998
1,3.6,0.36275,0.06605,0.95588,0,1,0.4567
1,3.6,0.38052,0.17685,1.06608,1,0,0.4998
1,3.6,0.39072,0.0044,1.51695,1,1,0.2775
1,3.6,0.36676,0.00964,1.05639,1,1,0.5
1,3.6,0.40029,-0.12437,0.93235,0,1,0.4999
1,3.6,0.38883,-0.14862,1.06609,1,1,0.4994
1,3.6,0.36435,-0.06832,2.52802,1,1,0.4998
1,3.6,0.37003,0.07548,0.93426,0,0,0.3117
1,3.6,0.37431,-0.09025,1.34444,0,0,0.4855
1,3.6,0.3642,0.07862,0.9525,0,1,0.4994
1,3.6,0.37054,0.02265,1.21869,1,1,0.3356
1,3.6,0.36925,0.03176,0.83135,0,0,0.4995
1,3.6,0.39292,-0.09396,1.28565,1,1,0.4999
1,3.6,0.37448,0.00574,0.78329,1,0,0.5
1,3.6,0.40151,-0.02407,0.97748,1,1,0.5
1,3.6,0.37156,-0.12661,1.00882,1,0,0.4998
1,3.6,0.37349,-0.19225,1.04926,0,0,0.485
1,3.6,0.38417,0.17055,0.91168,0,0,0.4998
1,3.6,0.36471,0.00298,1.54583,0,1,0.5
1,3.6,0.37426,0.08443,1.03729,1,1,0.3552
1,3.6,0.38943,0.01714,1.95204,1,1,0.3873
1,3.6,0.38706,0.02083,1.03523,0,0,0.4999
1,3.6,0.37914,-0.1071,1.82061,1,1,0.4997
1,3.6,0.38064,0.12616,0.89716,0,0,0.5
1,3.6,0.36644,0.03914,1.18365,1,0,0.4998
1,3.6,0.37924,0.01932,1.15067,1,0,0.5
1,3.6,0.37801,0.01633,1.09043,0,0,0.4232
1,3.6,0.39689,-0.08689,1.10706,0,0,0.3555
1,3.6,0.37601,0.05725,0.83548,0,1,0.3748
1,3.6,0.3879,-0.24293,0.90758,1,0,0.4999
1,3.6,0.38277,0.19194,0.7396,0,1,0.4995
1,3.6,0.37382,-0.06049,0.80384,0,1,0.4998
1,3.6,0.3708,0.04524,0.95677,1,1,0.4999
1,3.6,0.38788,-0.13808,1.71933,0,0,0.4994
1,3.6,0.39571,0.1247,0.85395,0,0,0.5
1,3.6,0.37726,-0.10469,5.24507,1,1,0.4998
1,3.6,0.39542,0.10982,0.96207,1,1,0.5
1,3.6,0.37959,-0.04588,0.92372,0,0,0.5
1,3.6,0.38343,-0.07459,4.21162,0,0,0.4995
1,3.6,0.39582,0.09179,0.96774,1,0,0.4999
1,3.6,0.3718,0.08861,1.14118,0,1,0.4999
1,3.6,0.38926,-0.06953,1.16949,1,1,0.5
1,3.6,0.38794,0.10832,1.23422,1,1,0.4996
1,3.6,0.37868,-0.00948,0.89369,0,0,0.5
1,3.6,0.39024,-0.16555,1.28303,0,1,0.3896
1,3.6,0.3697,-0.03943,0.98413,1,0,0.4213
1,3.6,0.38118,-0.06345,1.25887,1,0,0.4928
1,3.6,0.38215,0.01142,0.85676,1,1,0.3623
1,3.6,0.39259,0.05317,1.12141,1,1,0.5
1,3.6,0.38933,0.04098,1.03205,1,0,0.3869
1,3.6,0.38434,0.05825,1.04909,0,1,0.3176
1,3.6,0.39378,-0.03377,0.86349,0,1,0.3362
1,3.6,0.37483,0.07506,1.48038,0,0,0.3273
1,3.6,0.38433,-0.03337,1.14472,1,1,0.4999
1,3.6,0.37528,0.11585,1.08667,1,1,0.4997
1,3.6,0.38506,0.01579,0.94719,1,0,0.5
1,3.6,0.37883,-0.06848,0.84356,1,1,0.3507
1,3.6,0.39056,-0.28564,0.78783,1,1,0.4999
1,3.6,0.37196,-0.06612,0.9287,1,0,0.4998
1,3.6,0.37723,0.08234,1.39917,1,1,0.3711
1,3.6,0.3921,0.04284,0.89175,0,1,0.3794
1,3.6,0.37118,0.00093,0.95536,0,0,0.5
1,3.6,0.37245,0.1812,0.84401,1,1,0.5
1,3.6,0.36479,0.07478,1.06295,1,1,0.4994
1,3.6,0.36545,-0.00539,1.04116,0,0,0.4709
1,3.6,0.37989,-0.05242,1.0698,0,1,0.4436
1,3.6,0.36778,0.06108,1.23157,0,1,0.3561
1,3.6,0.37263,0.06714,0.8736,1,1,0.3322
1,3.6,0.37414,-0.07178,0.94602,1,1,0.4998
1,3.6,0.3949,0.03926,1.05703,0,1,0.4004
1,3.6,0.374,0.00978,1.27747,0,0,0.4975
1,3.6,0.39149,0.22743,1.17582,1,1,0.5
1,3.6,0.39651,0.07304,1.3982,1,1,0.4024
1,3.6,0.39736,-0.03871,1.60241,0,0,0.4856
1,3.6,0.36937,0.03361,0.87948,1,1,0.5
1,3.6,0.38852,0.15244,0.88615,0,1,0.4916
1,3.6,0.37936,-0.0451,1.88369,0,1,0.4999
1,3.6,0.37065,-0.01779,0.93591,1,1,0.4998
1,3.6,0.37485,-0.19968,0.85224,0,1,0.4999
1,3.6,0.3979,-0.06863,1.1115,0,1,0.4999
1,3.6,0.37829,0.0189,1.06958,0,1,0.4097
1,3.6,0.36164,-0.04628,5.84926,0,0,0.3821
1,3.6,0.3718,-0.00991,1.5058,0,0,0.4999
1,3.6,0.38044,-0.05947,0.86648,1,1,0.4996
1,3.6,0.37817,0.01264,1.30241,0,1,0.5
1,3.6,0.39644,0.00257,1.55812,0,1,0.5
1,3.6,0.38112,-0.0868,0.8854,0,0,0.4999
1,3.6,0.39046,-0.22006,0.80591,1,0,0.0
1,3.6,0.37671,-0.08305,1.0173,1,1,0.4996
1,3.6,0.38071,0.15425,0.99968,1,1,0.4287
1,3.6,0.37699,0.04301,1.15185,0,0,0.4999
1,3.6,0.38652,0.03028,1.19929,0,0,0.4169
1,3.6,0.36839,-0.00951,1.19494,1,1,0.5
1,3.6,0.36141,0.10342,0.9936,0,0,0.5
1,3.6,0.36349,0.16558,1.26958,0,1,0.5
1,3.6,0.3753,-0.10762,0.96711,1,1,0.4258
1,3.6,0.36956,-0.05543,0.91809,1,0,0.4998
1,0.8,0.18043,-0.00267,0.86621,0,0,0.4678
1,0.8,0.1707,0.00612,0.85676,1,1,0.3394
1,0.8,0.1805,0.03755,0.81162,0,1,0.4461
1,0.8,0.18011,-0.07284,0.84244,0,1,0.5
1,0.8,0.17042,-0.01119,1.54216,0,0,0.4169
1,0.8,0.18121,-0.03962,0.74471,1,1,0.4999
1,0.8,0.17228,0.03844,1.00477,0,0,0.4999
1,0.8,0.18093,0.01339,1.07363,0,0,0.4512
1,0.8,0.18458,0.07064,0.99126,0,1,0.4999
1,0.8,0.17167,0.01162,0.83263,1,1,0.4068
1,0.8,0.17503,-0.06322,0.91249,0,1,0.4387
1,0.8,0.17519,0.00057,0.8913,0,0,0.4058
1,0.8,0.16874,0.00341,0.87174,0,0,0.4658
1,0.8,0.17293,-0.00417,0.8549,0,0,0.4999
1,0.8,0.1804,-0.03102,0.90894,1,1,0.4617
1,0.8,0.18471,-0.04404,1.58399,1,0,0.5
1,0.8,0.17052,-0.04224,1.26703,1,0,0.4998
1,0.8,0.18387,-0.07013,0.96705,1,1,0.3422
1,0.8,0.17574,-0.01896,1.01111,1,1,0.3688
1,0.8,0.18317,0.05092,0.8553,0,0,0.4582
1,0.8,0.18613,-0.02569,0.73897,1,0,0.4116
1,0.8,0.17126,0.00584,0.85555,1,1,0.3566
1,0.8,0.17355,0.02618,1.39642,0,0,0.4999
1,0.8,0.17843,-0.04109,0.81544,0,1,0.4999
1,0.8,0.18427,-0.0313,1.29877,1,0,0.4696
1,0.8,0.1847,-0.05625,0.78574,0,1,0.4998
1,0.8,0.17757,0.03485,1.09233,0,0,0.4208
1,0.8,0.18322,0.01466,0.87344,1,0,0.3666
1,0.8,0.17405,-0.02487,0.9163,1,1,0.4067
1,0.8,0.18518,0.06136,2.05787,1,1,0.4785
1,0.8,0.17813,-0.00727,0.83125,0,0,0.4189
1,0.8,0.18007,0.01725,0.99619,0,0,0.499
1,0.8,0.18125,0.00071,4.98952,1,0,0.4192
1,0.8,0.18014,0.02597,0.84738,0,1,0.5
1,0.8,0.17237,-0.02867,0.95021,0,1,0.3812
1,0.8,0.18426,0.01712,3.84713,0,0,0.391
1,0.8,0.18664,-0.05529,0.91991,1,0,0.4237
1,0.8,0.17686,0.01561,0.72818,1,1,0.3824
1,0.8,0.17928,-0.0085,1.45521,1,1,0.4391
1,0.8,0.18382,0.02057,0.94482,1,1,0.3875
1,0.8,0.17686,-0.04551,1.07965,1,0,0.4998
1,0.8,0.18668,-0.05685,1.32229,1,1,0.4998
1,0.8,0.16911,-0.03812,0.7824,0,0,0.4723
1,0.8,0.17098,0.04472,1.31296,0,1,0.4998
1,0.8,0.17229,0.04444,0.85197,1,1,0.4502
1,0.8,0.17442,0.01411,1.47875,1,1,0.4523
1,0.8,0.18187,-0.01469,0.91015,0,1,0.3407
1,0.8,0.17751,-0.02633,2.82835,0,0,0.3962
1,0.8,0.17023,0.03534,0.80114,1,0,0.0
1,0.8,0.17983,-0.05772,0.82925,1,0,0.4999
1,0.8,0.18278,0.09118,0.94582,1,1,0.4481
1,0.8,0.18297,0.01765,0.94584,1,1,0.3659
1,0.8,0.18403,0.00135,1.49868,1,0,0.4091
1,0.8,0.17736,0.04189,0.94496,0,0,0.4833
1,0.8,0.16951,0.01075,0.83836,1,1,0.4996
1,0.8,0.17407,0.03192,0.94472,0,0,0.4999
1,0.8,0.18408,-0.00677,0.86053,1,0,0.4853
1,0.8,0.1761,0.00293,1.50196,0,0,0.493
1,0.8,0.16896,0.05817,1.58596,0,1,0.3703
