session,amplitude,sa,ss,pmf,presence,response_presence,reaction_time
1,10.0,0.17228,-0.02588,0.74935,0,0,0.3412
1,10.0,0.17428,-0.00337,1.49198,1,1,0.3744
1,10.0,0.17717,0.00814,0.91015,1,1,0.3197
1,10.0,0.18637,-0.00641,1.44173,1,1,0.3457
1,10.0,0.1821,-0.05183,0.96788,1,1,0.3483
1,10.0,0.17013,-0.0595,0.93526,0,0,0.4945
1,10.0,0.17998,-0.00406,0.90355,1,1,0.2969
1,10.0,0.18263,-0.02925,0.85543,1,1,0.3067
1,10.0,0.17461,-0.03421,0.86579,0,0,0.3793
1,10.0,0.18629,0.00336,0.84527,0,0,0.3484
1,10.0,0.1858,-0.04336,1.27079,1,1,0.3585
1,10.0,0.1797,0.01388,1.0849,1,1,0.3597
1,10.0,0.17221,0.02207,0.94188,0,0,0.3779
1,10.0,0.17983,0.01086,0.95498,0,0,0.2839
1,10.0,0.17298,0.00303,0.83446,0,0,0.3103
1,10.0,0.17491,-0.00877,1.02127,0,0,0.3326
1,10.0,0.17469,0.00932,2.12799,1,1,0.3218
1,10.0,0.17655,-0.04639,0.97081,1,1,0.3165
1,10.0,0.18298,0.01468,0.92799,0,0,0.3187
1,10.0,0.18313,0.04777,0.86992,0,0,0.3117
1,10.0,0.18217,0.01824,0.91289,1,1,0.3569
1,10.0,0.18423,-0.07855,0.89716,0,0,0.3931
1,10.0,0.16895,0.04901,0.93123,1,1,0.3404
1,10.0,0.17413,0.00473,1.3509,1,1,0.3272
1,10.0,0.18466,0.01466,1.79714,0,0,0.4251
1,10.0,0.18417,-0.02362,1.01209,0,0,0.3695
1,10.0,0.18114,0.0257,3.43716,0,0,0.3413
1,10.0,0.18298,0.02942,0.91665,1,1,0.3113
1,10.0,0.17882,0.00528,1.10351,0,0,0.4999
1,10.0,0.18587,-0.02817,6.63515,1,1,0.3295
1,10.0,0.16786,-0.03603,2.42391,0,0,0.3971
1,10.0,0.18143,-0.06537,0.81327,0,0,0.4229
1,10.0,0.18326,-0.01406,0.77919,1,1,0.4075
1,10.0,0.18602,0.03825,0.85506,0,0,0.3699
1,10.0,0.18672,-0.02009,1.12477,0,0,0.3869
1,10.0,0.17778,-0.04282,1.57358,1,1,0.4066
1,10.0,0.18332,0.07127,0.86282,1,1,0.3727
1,10.0,0.1771,-0.00657,0.92656,1,1,0.3117
1,10.0,0.18275,-0.01796,0.90582,0,0,0.4636
1,10.0,0.18276,0.07353,1.48936,1,1,0.3553
1,10.0,0.17571,-0.02474,1.47846,0,0,0.3645
1,10.0,0.17346,-0.01387,2.43587,0,0,0.4227
1,10.0,0.17685,-0.00973,2.92851,1,1,0.3843
1,10.0,0.18615,-0.04589,0.89276,0,0,0.3324
1,10.0,0.18387,-0.07013,0.96705,0,0,0.3578
1,10.0,0.17522,-0.00323,1.15851,0,0,0.3515
1,10.0,0.17081,-0.03741,1.10807,1,1,0.3471
1,10.0,0.17385,-0.02203,0.9118,1,1,0.3736
1,10.0,0.18379,-0.0022,0.88005,1,1,0.3764
1,10.0,0.17671,0.0343,1.05899,1,1,0.33
1,10.0,0.17382,0.08724,0.93014,1,0,0.4998
1,10.0,0.17261,0.02394,0.94212,1,1,0.3739
1,10.0,0.17805,-0.1019,0.8143,1,1,0.4605
1,10.0,0.17026,0.05787,0.94125,1,1,0.2974
1,10.0,0.17223,-0.04145,0.89702,0,0,0.2813
1,10.0,0.16857,0.02497,4.25786,0,0,0.0
1,10.0,0.18122,0.00181,0.88368,0,0,0.3508
1,10.0,0.17891,-0.02847,1.02243,0,0,0.3665
1,10.0,0.17718,0.05272,0.95928,1,1,0.3344
1,10.0,0.1854,0.07146,1.21414,0,0,0.3619
1,10.0,0.1731,-0.06739,0.73607,0,0,0.3726
1,10.0,0.17506,0.02213,0.86292,1,1,0.3117
1,10.0,0.17456,0.03026,0.89753,1,1,0.3761
1,10.0,0.18234,-0.03548,0.91449,0,0,0.3671
1,10.0,0.17085,0.00764,1.28343,1,1,0.3126
1,10.0,0.17825,-0.01542,0.8302,1,1,0.3288
1,10.0,0.17984,-0.03618,1.02263,1,1,0.268
1,10.0,0.17486,-0.01054,1.00815,0,0,0.4058
1,10.0,0.18277,0.10771,0.9111,0,0,0.3175
1,10.0,0.17886,0.02753,1.2606,1,1,0.2698
1,10.0,0.18496,-0.01219,0.9006,0,0,0.2653
1,10.0,0.18547,0.03488,0.96096,0,0,0.2665
1,10.0,0.18136,0.04759,1.02883,0,0,0.2759
1,10.0,0.18599,-0.02106,0.99468,1,1,0.2946
1,10.0,0.18459,-0.05466,0.86976,0,0,0.2714
1,10.0,0.17318,0.03344,1.03205,1,1,0.3038
1,10.0,0.17476,0.07062,0.82074,1,1,0.4242
1,10.0,0.17563,0.0121,0.8813,1,1,0.3126
1,10.0,0.17812,-0.03774,1.29799,1,1,0.4993
1,10.0,0.17971,-0.0259,0.91534,1,1,0.3498
1,10.0,0.18465,0.00313,1.29664,0,0,0.3838
1,10.0,0.17672,0.02331,2.3561,1,1,0.3617
1,10.0,0.18099,-0.01199,0.87341,0,0,0.3461
1,10.0,0.18461,-0.0346,0.9867,1,1,0.291
1,10.0,0.18465,-0.02195,1.10952,0,0,0.388
1,10.0,0.17872,0.00285,0.95824,0,0,0.3647
1,10.0,0.18329,-0.01401,1.59438,0,0,0.3575
1,10.0,0.17482,-0.0637,0.88942,0,0,0.3252
1,10.0,0.17855,0.04897,0.85023,1,1,0.2974
1,10.0,0.18409,0.02835,0.78302,1,1,0.2833
1,10.0,0.172,0.03691,0.96391,1,1,0.301
1,10.0,0.17254,-0.07492,1.34052,0,0,0.3455
1,10.0,0.17983,0.00736,0.89424,1,1,0.3436
1,10.0,0.17271,0.07234,0.89841,0,0,0.3222
1,10.0,0.18596,-0.04769,1.08822,0,0,0.4276
1,10.0,0.18387,-0.04642,0.95417,1,1,0.2614
1,10.0,0.17316,0.03305,0.88139,0,0,0.3268
1,10.0,0.18584,0.0237,0.83362,0,0,0.3459
1,10.0,0.18147,-0.00278,1.92004,1,1,0.2906
1,10.0,0.17062,0.02895,0.85354,0,0,0.327
1,10.0,0.17347,-0.03326,1.20159,0,0,0.4186
1,10.0,0.17814,-0.00897,1.026,1,1,0.4063
1,10.0,0.16824,-0.04598,0.97376,0,0,0.2914
1,10.0,0.17819,-0.01715,0.8822,1,1,0.4154
1,10.0,0.18242,-0.00322,0.96119,0,0,0.3141
1,10.0,0.18214,0.02819,0.79676,1,1,0.3549
1,10.0,0.16979,-0.00501,0.83044,1,1,0.3933
1,10.0,0.18583,-0.02096,1.05678,0,0,0.3482
1,10.0,0.17315,0.07567,0.79734,1,1,0.3107
1,10.0,0.17848,-0.00431,1.21105,0,0,0.3375
1,10.0,0.18035,0.00728,0.87303,1,1,0.3235
1,10.0,0.17121,-0.01036,1.57334,1,1,0.3369
1,10.0,0.18456,0.01867,0.80762,0,0,0.4068
1,10.0,0.17303,-0.02299,0.82165,1,1,0.2665
1,10.0,0.16818,-0.01226,0.83845,0,0,0.3454
1,10.0,0.17549,0.04872,1.61653,0,0,0.4022
1,10.0,0.17767,0.01289,1.35984,0,0,0.318
1,10.0,0.17114,-0.02036,1.55379,1,1,0.312
1,10.0,0.18066,-0.02552,5.18843,0,0,0.3292
1,10.0,0.18301,-0.01213,2.79728,0,0,0.4022
1,10.0,0.17941,-0.01358,0.88263,0,0,0.2607
1,10.0,0.17244,-0.0786,1.19794,0,0,0.3356
1,10.0,0.18276,-0.03142,0.85028,1,1,0.3297
1,10.0,0.16899,-0.00388,0.97586,0,0,0.2762
1,10.0,0.18508,0.00185,0.92531,0,0,0.3487
1,10.0,0.17993,-0.02758,0.93832,0,0,0.3107
1,10.0,0.1741,-0.00512,1.30049,0,0,0.3364
1,10.0,0.1703,0.05615,0.80894,0,0,0.3134
1,10.0,0.16942,-0.02251,4.17021,0,0,0.3522
1,10.0,0.1846,0.00129,1.04247,0,0,0.2893
1,10.0,0.17672,-0.0482,1.73868,1,1,0.3587
1,10.0,0.18071,-0.0288,0.80245,1,1,0.4085
1,10.0,0.18132,0.00143,1.07395,0,0,0.3286
1,10.0,0.17963,0.01429,4.51057,1,1,0.339
1,10.0,0.17154,0.01881,4.83389,0,0,0.348
1,10.0,0.17686,-0.04551,1.07965,1,1,0.3979
1,10.0,0.17669,-0.00114,5.44501,0,0,0.2823
1,10.0,0.16895,-0.04484,0.7844,1,1,0.3191
1,10.0,0.18489,-0.00661,0.84193,1,1,0.3435
1,10.0,0.16966,0.00535,0.88214,1,1,0.3312
1,10.0,0.18313,-0.0387,0.77012,1,1,0.3958
1,10.0,0.17453,0.00927,0.75092,0,0,0.3084
1,10.0,0.16759,-0.01418,0.74463,1,1,0.4124
1,10.0,0.17368,-0.00334,1.03872,1,1,0.3218
1,10.0,0.18273,0.04705,0.84634,0,0,0.3509
1,10.0,0.1797,-0.03801,1.40184,1,1,0.3833
1,10.0,0.18521,0.02292,1.04867,1,1,0.3072
1,10.0,0.18489,-0.05179,0.9555,1,1,0.3091
1,10.0,0.17225,0.00106,1.12511,1,1,0.3032
1,10.0,0.17655,-0.04639,0.97081,1,1,0.2882
1,13.0,0.38055,-0.16264,0.75703,0,1,0.4998
1,13.0,0.37487,-0.03457,0.86001,1,1,0.4999
1,13.0,0.38711,-0.01026,1.36938,1,1,0.3996
1,13.0,0.38179,-0.00789,1.07621,0,0,0.4528
1,13.0,0.39195,0.05425,0.93184,0,0,0.4389
1,13.0,0.38637,0.10301,0.86977,1,1,0.3497
1,13.0,0.39576,-0.04293,0.83072,0,0,0.39
1,13.0,0.39457,0.18806,0.74147,1,1,0.3811
1,13.0,0.38627,0.08858,0.90341,1,1,0.3178
1,13.0,0.38796,0.0077,2.85655,1,1,0.3741
1,13.0,0.38499,-0.23766,1.30999,0,0,0.3926
1,13.0,0.36638,-0.05999,1.06138,0,0,0.3945
1,13.0,0.39723,-0.00148,1.07403,0,0,0.4497
1,13.0,0.38094,-0.17629,0.87262,0,1,0.3798
1,13.0,0.36496,-0.22342,0.78948,0,0,0.4219
1,13.0,0.39626,0.12865,1.35592,0,0,0.4998
1,13.0,0.38225,-0.11026,1.36245,1,0,0.3965
1,13.0,0.37455,-0.00927,1.36376,0,0,0.4995
1,13.0,0.36583,0.05806,0.96277,1,0,0.0
1,13.0,0.36285,0.04814,1.14291,1,1,0.4731
1,13.0,0.39096,0.14992,1.58146,1,1,0.3537
1,13.0,0.3768,-0.01531,2.28272,0,0,0.3602
1,13.0,0.37528,-0.07843,0.76583,1,0,0.4517
1,13.0,0.3866,-0.06915,1.66535,1,1,0.3562
1,13.0,0.38594,0.12967,0.87376,0,0,0.4302
1,13.0,0.36744,0.05636,0.90506,0,0,0.4999
1,13.0,0.39518,0.04388,1.05791,1,1,0.383
1,13.0,0.39084,-0.16833,0.91512,0,0,0.4031
1,13.0,0.40302,0.26335,1.1312,1,1,0.3994
1,13.0,0.36933,-0.11498,0.91692,1,0,0.3558
1,13.0,0.37454,-0.00254,0.95403,0,0,0.3815
1,13.0,0.38174,-0.04453,0.93066,1,1,0.4227
1,13.0,0.38922,-0.03306,1.21246,1,0,0.4888
1,13.0,0.36216,0.05411,2.18047,1,1,0.4053
1,13.0,0.38128,0.0689,0.94461,1,0,0.467
1,13.0,0.37255,-0.065,1.2221,1,1,0.3339
1,13.0,0.3908,0.0949,0.99319,1,1,0.3674
1,13.0,0.36838,0.03696,0.83447,0,0,0.3699
1,13.0,0.39045,-0.22958,0.94031,1,1,0.3703
1,13.0,0.38132,0.08296,1.22651,1,1,0.3855
1,13.0,0.39612,0.0879,0.98005,0,0,0.4423
1,13.0,0.38415,-0.04482,1.08273,0,1,0.4653
1,13.0,0.40018,-0.10146,1.06864,1,1,0.3708
1,13.0,0.38303,0.0518,1.19763,0,0,0.4507
1,13.0,0.3739,0.09866,0.96033,0,0,0.3582
1,13.0,0.3854,-0.13075,0.90416,0,0,0.408
1,13.0,0.38228,0.0769,1.03293,0,0,0.3551
1,13.0,0.38329,0.06596,0.92123,0,0,0.3963
1,13.0,0.39507,-0.17276,0.9691,1,0,0.4615
1,13.0,0.39809,-0.04966,1.53774,0,0,0.4225
1,13.0,0.39409,0.19337,1.04158,1,1,0.3787
1,13.0,0.37125,0.09464,1.43694,0,0,0.2834
1,13.0,0.39444,0.24515,0.88245,1,1,0.3573
1,13.0,0.3853,-0.06623,1.47405,1,1,0.3096
1,13.0,0.38323,0.06804,1.46189,0,1,0.3184
1,13.0,0.36189,0.03129,1.2093,0,0,0.2691
1,13.0,0.37811,-0.05234,1.11896,1,1,0.3625
1,13.0,0.39965,-0.17192,0.906,0,0,0.2612
1,13.0,0.39897,0.05229,1.16669,1,1,0.2852
1,13.0,0.39511,0.21941,0.93543,1,1,0.3044
1,13.0,0.37873,0.15804,0.9261,0,0,0.3138
1,13.0,0.39916,0.07658,1.42292,1,1,0.2996
1,13.0,0.3832,-0.00385,1.10401,0,0,0.2784
1,13.0,0.38083,-0.06879,0.86193,0,0,0.2858
1,13.0,0.39426,0.02157,1.28771,1,1,0.3776
1,13.0,0.37855,-0.01272,0.91424,0,0,0.2933
1,13.0,0.38565,0.22221,0.9314,1,1,0.3176
1,13.0,0.36418,0.08376,3.03961,0,0,0.3101
1,13.0,0.37434,0.06827,1.28633,1,1,0.3636
1,13.0,0.36871,0.10593,1.81987,1,1,0.3254
1,13.0,0.37024,-0.05758,0.83446,1,1,0.3422
1,13.0,0.40139,-0.24829,1.07984,1,1,0.4323
1,13.0,0.36802,0.01323,0.84816,0,0,0.378
1,13.0,0.40138,-0.04751,0.96281,0,0,0.3331
1,13.0,0.36981,-0.00738,1.27204,1,1,0.3994
1,13.0,0.36532,-0.00552,1.26205,1,0,0.3655
1,13.0,0.36188,0.02015,1.16345,0,0,0.3464
1,13.0,0.38242,0.06002,0.9011,1,1,0.3069
1,13.0,0.3748,0.11049,0.83566,1,1,0.4995
1,13.0,0.36708,0.09574,1.01519,1,1,0.303
1,13.0,0.40174,-0.03481,1.13909,0,0,0.3238
1,13.0,0.37028,0.15472,1.27593,1,1,0.3776
1,13.0,0.37985,-0.15949,0.87087,1,1,0.3388
1,13.0,0.37383,-0.07161,0.95997,0,0,0.3443
1,13.0,0.38427,-0.00693,0.86415,1,1,0.3087
1,13.0,0.37474,0.07132,1.35574,0,0,0.3568
1,13.0,0.3645,0.10246,0.93442,1,1,0.3651
1,13.0,0.3936,-0.10914,3.88172,0,0,0.3702
1,13.0,0.39472,-0.00505,0.85455,1,1,0.3716
1,13.0,0.37708,0.06432,0.97343,0,0,0.2746
1,13.0,0.36572,0.14864,0.8518,0,1,0.3795
1,13.0,0.37743,0.04782,1.00262,0,0,0.3881
1,13.0,0.39494,0.02458,0.91756,0,0,0.3421
1,13.0,0.36833,0.03057,1.12688,0,0,0.5
1,13.0,0.36881,-0.10889,1.52379,0,0,0.329
1,13.0,0.37045,-0.05194,0.82407,0,0,0.3231
1,13.0,0.3659,-0.04634,1.37721,0,0,0.418
1,13.0,0.39339,-0.20962,0.9775,0,0,0.3465
1,13.0,0.39163,-0.07736,1.04031,1,0,0.302
1,13.0,0.36883,0.02379,2.08724,1,1,0.3049
1,13.0,0.40055,0.05217,1.53828,1,0,0.4565
1,13.0,0.36783,0.19155,0.94755,0,0,0.3932
1,13.0,0.36724,0.06082,0.95931,0,0,0.412
1,13.0,0.36761,-0.16209,0.98777,1,0,0.4059
1,13.0,0.38455,-0.07826,1.57961,0,0,0.3669
1,13.0,0.37329,0.19201,0.98153,1,1,0.3917
1,13.0,0.39039,0.23525,1.23668,0,0,0.3697
1,13.0,0.36513,-0.03303,2.20905,0,0,0.3968
1,13.0,0.38647,0.18146,0.92771,0,1,0.4598
1,13.0,0.38044,-0.13542,0.95528,1,0,0.3807
1,13.0,0.36362,0.02941,2.17382,1,1,0.3656
1,13.0,0.37962,-0.02726,1.30171,0,0,0.4492
1,13.0,0.38674,-0.00824,1.95212,0,0,0.3703
1,13.0,0.38168,-0.01183,1.26642,1,1,0.4342
1,13.0,0.38174,-0.05519,0.9547,0,0,0.3898
1,13.0,0.40021,-0.06072,0.91639,0,1,0.5
1,13.0,0.37403,-0.00048,1.44785,1,1,0.3851
1,13.0,0.38954,-0.23566,1.07832,1,1,0.3136
1,13.0,0.3693,-0.00197,1.14969,1,1,0.2803
1,13.0,0.37293,-0.00804,0.93139,0,0,0.3215
1,13.0,0.37869,0.05771,1.13964,1,1,0.307
1,13.0,0.36284,-0.01386,1.53471,1,1,0.2922
1,13.0,0.37467,-0.02509,1.12525,1,1,0.3583
1,13.0,0.36601,0.00797,6.01876,0,0,0.307
1,13.0,0.37946,0.07223,1.11792,1,1,0.2718
1,13.0,0.372,0.23815,0.93117,0,0,0.3622
1,13.0,0.36183,0.18463,0.94548,1,1,0.2844
1,13.0,0.36864,0.23324,0.80851,0,0,0.3701
1,13.0,0.38084,0.11327,2.53447,0,0,0.3484
1,13.0,0.38575,-0.04533,0.87786,0,0,0.3576
1,13.0,0.37179,-0.02284,0.85378,1,1,0.3685
1,13.0,0.36635,-0.02389,0.96276,1,1,0.3774
1,13.0,0.3965,0.16033,0.85281,0,0,0.2822
1,13.0,0.38531,-0.07118,0.81336,1,1,0.3211
1,13.0,0.3765,0.11756,1.01739,1,1,0.3448
1,13.0,0.37892,-0.04168,2.69942,0,0,0.3553
1,13.0,0.37604,0.02083,0.96531,1,1,0.3251
1,13.0,0.38153,0.08018,3.37426,0,0,0.362
1,13.0,0.3911,-0.07519,0.97831,0,1,0.3752
1,13.0,0.38946,0.12994,1.77338,1,0,0.47
1,13.0,0.37588,-0.03586,0.86733,0,0,0.3477
1,13.0,0.38002,0.00648,0.90625,1,1,0.3899
1,13.0,0.36527,0.00692,1.21758,1,1,0.342
1,13.0,0.39598,0.05219,1.28231,0,0,0.4071
1,13.0,0.38184,0.10088,1.77656,1,1,0.3119
1,13.0,0.40126,0.00655,0.81869,0,0,0.3534
1,13.0,0.3806,-0.05051,1.66511,0,1,0.4363
1,13.0,0.38291,0.24007,0.91452,0,0,0.3078
1,13.0,0.36702,0.05878,1.23976,1,1,0.2881
1,13.0,0.36677,0.03342,0.95433,1,1,0.3203
1,13.0,0.36574,-0.00474,0.83465,1,0,0.3251
1,13.0,0.37424,-0.10251,0.77197,1,1,0.4648
1,13.0,0.38998,0.14396,0.856,1,1,0.3563
1,13.0,0.39689,0.1074,0.99953,0,0,0.3321
1,13.0,0.36918,0.03152,0.96523,0,0,0.3508
1,13.0,0.38546,0.2062,0.82334,0,0,0.296
1,13.0,0.38769,-0.08206,1.71172,0,0,0.3207
1,13.0,0.40113,-0.00669,0.92703,1,1,0.3235
1,13.0,0.39642,0.25155,0.79867,0,1,0.282
1,13.0,0.37886,-0.07754,0.83291,0,0,0.2907
1,13.0,0.37474,-0.02895,0.99953,0,1,0.3705
1,13.0,0.40211,0.11709,1.15112,1,1,0.3829
1,13.0,0.39021,0.023,0.96732,1,1,0.3396
1,13.0,0.36303,-0.00031,1.32175,0,0,0.3635
1,13.0,0.36652,0.10696,1.32718,1,1,0.3921
1,13.0,0.39144,-0.15165,0.88037,0,0,0.3511
1,13.0,0.40245,0.259,0.84131,0,0,0.389
1,13.0,0.38032,0.0383,0.85436,0,0,0.4294
1,13.0,0.39499,-0.00214,0.94447,1,1,0.307
1,13.0,0.38736,-0.02388,0.99371,1,1,0.4999
1,13.0,0.36665,-0.15202,0.82934,0,0,0.3889
1,13.0,0.38296,0.26667,0.91075,0,0,0.4361
1,13.0,0.37539,-0.12653,1.3128,0,0,0.4119
1,13.0,0.39049,0.0727,0.91314,1,1,0.3756
1,13.0,0.37814,-0.02154,0.85848,1,0,0.4998
1,13.0,0.36544,0.04402,0.92859,0,1,0.3706
1,13.0,0.36657,0.08697,0.91886,1,1,0.3155
1,13.0,0.36714,-0.08577,1.06211,1,1,0.267
1,13.0,0.39658,-0.09997,1.0412,1,1,0.3016
1,13.0,0.38797,-0.20424,1.08088,1,1,0.3673
1,13.0,0.38987,0.10603,0.7915,0,0,0.3682
1,13.0,0.38813,-0.06882,1.29401,0,0,0.3692
1,13.0,0.3675,0.21247,0.8473,0,0,0.449
1,13.0,0.36428,0.02031,1.01931,0,0,0.3315
1,13.0,0.38297,0.18095,0.97321,1,1,0.3232
1,13.0,0.37187,0.02402,1.25116,1,1,0.4998
1,13.0,0.40221,-0.24561,0.8204,0,0,0.4514
1,13.0,0.37156,-0.12661,1.00882,0,0,0.3644
1,13.0,0.37199,-0.13778,0.801,1,1,0.3896
1,13.0,0.3676,0.15604,0.82346,1,1,0.2861
1,13.0,0.38298,0.04789,1.01579,1,1,0.3109
1,13.0,0.39925,0.16584,1.12289,0,0,0.3271
1,13.0,0.39866,-0.16408,0.80131,1,0,0.296
1,13.0,0.39616,-0.19835,1.20136,0,0,0.3611
1,13.0,0.39136,0.13408,0.81512,0,0,0.4715
1,13.0,0.37754,-0.06338,3.83429,1,1,0.3508
1,13.0,0.37114,-0.09591,1.05775,0,0,0.3856
1,13.0,0.3768,-0.02657,4.60194,1,1,0.394
1,13.0,0.36708,-0.11698,0.73209,1,1,0.5
1,13.0,0.38121,0.03928,0.96114,1,1,0.4369
1,9.1667,0.17152,0.0145,3.17474,0,0,0.3074
1,9.1667,0.17873,-0.03943,0.88324,1,0,0.2663
1,9.1667,0.17379,-0.03115,0.90424,1,1,0.3948
1,9.1667,0.17112,-0.01923,0.89644,1,1,0.3188
1,9.1667,0.1856,0.04441,0.84614,1,1,0.3599
1,9.1667,0.1787,-0.04633,1.05285,1,1,0.4017
1,9.1667,0.1829,0.06311,0.81493,0,0,0.3437
1,9.1667,0.18145,0.0346,0.92086,0,0,0.3426
1,9.1667,0.18117,-0.04785,0.82587,0,0,0.3835
1,9.1667,0.18669,0.05015,0.89376,1,1,0.4156
1,9.1667,0.17242,0.00424,1.06184,1,1,0.386
1,9.1667,0.18191,-0.00327,0.88293,1,1,0.3474
1,9.1667,0.18466,0.01466,1.79714,1,1,0.4365
1,9.1667,0.17982,0.00211,0.84377,0,0,0.3912
1,9.1667,0.17613,-0.03263,1.26617,1,1,0.4492
1,9.1667,0.17913,-0.00859,0.86745,1,1,0.3695
1,9.1667,0.17928,-0.01578,0.85153,1,1,0.4998
1,9.1667,0.1778,0.01505,0.90891,0,0,0.4227
1,9.1667,0.17875,0.0225,0.95019,0,0,0.4059
1,9.1667,0.17917,-0.00144,0.98544,1,0,0.4575
1,9.1667,0.184,-0.03111,0.8064,0,0,0.4377
1,9.1667,0.17535,6e-05,0.92624,1,1,0.3664
1,9.1667,0.1858,-0.02385,0.89518,0,0,0.4874
1,9.1667,0.17779,0.02743,0.90522,0,0,0.4499
1,9.1667,0.17232,-0.00955,0.93192,1,1,0.4258
1,9.1667,0.17001,0.03481,0.76782,0,0,0.4356
1,9.1667,0.18091,-0.00544,0.99688,1,1,0.4544
1,9.1667,0.17169,-0.02008,0.82715,0,0,0.4166
1,9.1667,0.17509,-0.01402,1.18022,0,0,0.4757
1,9.1667,0.17633,0.05205,0.87114,0,0,0.372
1,9.1667,0.18449,0.06018,1.25968,1,1,0.3807
1,9.1667,0.18091,0.05522,1.12246,0,1,0.0
1,9.1667,0.17402,0.04623,0.76475,1,1,0.4335
1,9.1667,0.16884,0.05643,0.8273,0,0,0.4081
1,9.1667,0.18272,0.02582,0.86852,0,0,0.458
1,9.1667,0.18617,0.00916,1.1461,0,1,0.3817
1,9.1667,0.18492,-0.03505,3.85699,0,0,0.4994
1,9.1667,0.17669,0.06339,0.81617,0,0,0.4428
1,9.1667,0.17014,0.02126,0.89183,0,0,0.3908
1,9.1667,0.17225,0.00507,0.78908,1,1,0.4082
1,9.1667,0.18253,-0.0059,0.92622,1,1,0.4998
1,9.1667,0.17065,-0.06127,1.22739,0,0,0.4315
1,9.1667,0.16911,-0.00131,1.07705,0,0,0.4478
1,9.1667,0.1732,-0.04552,1.13527,0,0,0.3938
1,9.1667,0.17418,-0.02477,0.95324,0,0,0.4121
1,9.1667,0.18155,0.08818,0.89182,1,1,0.4562
1,9.1667,0.1706,0.06116,0.82341,1,1,0.47
1,9.1667,0.1788,0.01464,1.88984,1,1,0.4801
1,9.1667,0.18517,-0.04297,1.06841,1,1,0.3971
1,9.1667,0.17553,-0.04007,1.45721,1,1,0.4811
1,9.1667,0.17044,-0.01319,2.11605,0,1,0.4998
1,9.1667,0.17796,0.02792,5.00363,1,1,0.302
1,9.1667,0.17688,-0.02581,1.25183,1,1,0.3146
1,9.1667,0.18211,-0.02924,0.92112,0,0,0.3378
1,9.1667,0.17177,0.01316,0.76941,1,1,0.2919
1,9.1667,0.18134,0.00506,0.96305,1,1,0.3877
